-1,,,,,,,Y
778,Air Corridor,Pulkovo Aviation Enterprise,QC,CRD,AIR CORRIDOR,Mozambique,N
779,Air Central,Pulkovo Aviation Enterprise,NV,CRF,AIR CENTRAL,Japan,N
780,Air Cruzal,Pulkovo Aviation Enterprise,,CRJ,AIR CRUZAL,Angola,N
781,Aerotransportes Corporativos,Pulkovo Aviation Enterprise,,CRP,AEROTRANSCORP,Mexico,N
782,Air Creebec,Pulkovo Aviation Enterprise,,CRQ,CREE,Canada,N
783,Aero Charter and Transport,Pulkovo Aviation Enterprise,,CTA,CHAR-TRAN,United States,N
784,Air Tenglong,Pulkovo Aviation Enterprise,,CTE,TENGLONG,China,N
785,Aerlineas Centauro,Pulkovo Aviation Enterprise,,CTR,CENTAURO,Mexico,N
786,Aerocuahonte,Pulkovo Aviation Enterprise,,CUO,CUAHONTE,Mexico,N
787,Air Chathams,Pulkovo Aviation Enterprise,CV,CVA,CHATHAM,New Zealand,Y
788,Air Marshall Islands,Pulkovo Aviation Enterprise,CW,CWM,AIR MARSHALLS,Marshall Islands,Y
789,Australian Customs Service,Pulkovo Aviation Enterprise,,CWP,COASTWATCH,Australia,N
790,Air One Cityliner,Pulkovo Aviation Enterprise,,CYL,CITYLINER,Italy,N
791,Air Transport,Pulkovo Aviation Enterprise,,CYO,COYOTE,United States,N
792,Access Air,Pulkovo Aviation Enterprise,ZA,CYD,CYCLONE,United States,Y
793,Aerocheyenne,Pulkovo Aviation Enterprise,,CYE,AEROCHEYENNE,Mexico,N
794,Air Algerie,Pulkovo Aviation Enterprise,AH,DAH,AIR ALGERIE,Algeria,Y
795,Aerovias DAP,Pulkovo Aviation Enterprise,,DAP,DAP,Chile,N
796,Air Alpha,Pulkovo Aviation Enterprise,,DBA,DOUBLE-A,United States,N
797,Air Niagara Express,Pulkovo Aviation Enterprise,,DBD,AIR NIAGARA,Canada,N
798,Aviation Defense Service,Pulkovo Aviation Enterprise,,DEF,TIRPA,France,N
799,Air Service Groningen,Pulkovo Aviation Enterprise,,DEG,DEGGER,Netherlands,N
800,Adam Air,Pulkovo Aviation Enterprise,KI,DHI,ADAM SKY,Indonesia,Y
801,Astar Air Cargo,Pulkovo Aviation Enterprise,ER,DHL,DAHL,United States,N
802,Archer Aviation,Pulkovo Aviation Enterprise,,DHM,ARCHER,United Kingdom,N
803,Aeromedica,Pulkovo Aviation Enterprise,,DIC,AEROMEDICA,Mexico,N
804,Aerodin,Pulkovo Aviation Enterprise,,DIN,AERODIN,Mexico,N
805,Antinea Airlines,Pulkovo Aviation Enterprise,HO,DJA,ANTINEA,Algeria,N
806,Air Djibouti,Pulkovo Aviation Enterprise,,DJU,AIR DJIB,Djibouti,N
807,Air Dolomiti,Pulkovo Aviation Enterprise,EN,DLA,DOLOMOTI,Italy,Y
808,Aero Modelo,Pulkovo Aviation Enterprise,,DLS,AEROMODELO,Mexico,N
809,Aerolineas Del Sur,Pulkovo Aviation Enterprise,,DLU,DEL SUR,Chile,N
810,Aerodinamica de Monterrey,Pulkovo Aviation Enterprise,,DMC,DINAMICAMONT,Mexico,N
811,Aeroservicios Dinamicos,Pulkovo Aviation Enterprise,,DMI,AERODINAMICO,Mexico,N
812,Aerotaxis Dosmil,Pulkovo Aviation Enterprise,,DML,,Mexico,N
813,Aerodespachos De El Salvador,Pulkovo Aviation Enterprise,,DNA,AERODESPACHOS,El Salvador,N
814,Aeroynamics Malaga,Pulkovo Aviation Enterprise,,DNC,FLYINGOLIVE,Spain,N
815,Aerodynamics Incorporated,Pulkovo Aviation Enterprise,,DNJ,DYNAJET,United States,N
816,Aeroflot-Don,Pulkovo Aviation Enterprise,D9,DNV,DONAVIA,Russia,Y
817,Air Madrid,Pulkovo Aviation Enterprise,NM,DRD,ALADA AIR,Spain,Y
818,Airways Flight Training,Pulkovo Aviation Enterprise,,DRM,DARTMOOR,United Kingdom,N
819,Aeronaves Del Noreste,Pulkovo Aviation Enterprise,,DRO,AERONORESTE,Mexico,N
820,Addis Air Cargo Services,Pulkovo Aviation Enterprise,,DSC,ADDIS CARGO,Ethiopia,N
821,Aero Algarve,Pulkovo Aviation Enterprise,,DSK,SKYBANNER,Portugal,N
822,Aex Air,Pulkovo Aviation Enterprise,,DST,DESERT,United States,N
823,Aero Davinci International,Pulkovo Aviation Enterprise,,DVI,AERO DAVINCI,Mexico,N
824,Aero Dynamics,Pulkovo Aviation Enterprise,,DYN,AERO DYNAMIC,United States,N
825,Aeroservicios Ecuatorianos,Pulkovo Aviation Enterprise,,EAE,AECA,Ecuador,N
826,Aero-Pyrenees,Pulkovo Aviation Enterprise,,EAP,AERO-PYRENEES,France,N
827,Air Transport,Pulkovo Aviation Enterprise,,EAT,TRANS EUROPE,Slovakia,N
828,Aero Airlines,Pulkovo Aviation Enterprise,EE,EAY,REVAL,Estonia,N
829,Aero Ejecutivo De Baja California,Pulkovo Aviation Enterprise,,EBC,CALIXJET,Mexico,N
830,Air City,Pulkovo Aviation Enterprise,4F,ECE,AIRCITY,Germany,N
831,Aero Ejecutivos RCG,Pulkovo Aviation Enterprise,,ECG,EJECTUIVOS RCG,Mexico,N
832,Aeronautica Castellana,Pulkovo Aviation Enterprise,,ECL,AERO CASTELLANA,Spain,N
833,Aerolineas Comerciales,Pulkovo Aviation Enterprise,,ECM,AERO COMERCIALES,Mexico,N
834,Aerolineas Nacionales Del Ecuador,Pulkovo Aviation Enterprise,,EDA,ANDES,Ecuador,N
835,Air Este,Pulkovo Aviation Enterprise,,EET,AESTE,Spain,N
836,Air Mana,Pulkovo Aviation Enterprise,,EFC,FLIGHT TAXI,France,N
837,Aer Lingus,Pulkovo Aviation Enterprise,EI,EIN,SHAMROCK,Ireland,Y
838,Aeroservicios Ejecutivos Corporativos,Pulkovo Aviation Enterprise,,EJP,EJECCORPORATIVOS,Mexico,N
839,Alpi Eagles,Pulkovo Aviation Enterprise,E8,ELG,ALPI EAGLES,Italy,N
840,Arrendoora y Transportadora Aerea,Pulkovo Aviation Enterprise,,END,ARRENDADORA,Mexico,N
841,Eliossola,Pulkovo Aviation Enterprise,,EOS,ELIOSSOLA,Italy,N
842,Shenzhen Donghai Airlines,Pulkovo Aviation Enterprise,,EPA,DONGHAI AIR,China,N
843,Aeronaves Del Noroeste,Pulkovo Aviation Enterprise,,ENW,AERONOR,Spain,N
844,Airailes,Pulkovo Aviation Enterprise,,EOL,EOLE,France,N
845,Aero Ermes,Pulkovo Aviation Enterprise,,EOM,AERO ERMES,Mexico,N
846,Aero Transportes Empresariales,Pulkovo Aviation Enterprise,,EPL,EMPRESARIALES,Mexico,N
847,Epps Air Service,Pulkovo Aviation Enterprise,,EPS,EPPS AIR,United States,N
848,Aero Empresarial,Pulkovo Aviation Enterprise,,EPE,AEROEMPRESARIAL,Mexico,N
849,Air S,Pulkovo Aviation Enterprise,KY,EQL,EQUATORIAL,Air S,N
850,Avianergo,Pulkovo Aviation Enterprise,,ERG,AVIANERGO,Russia,N
851,Aero Servicios Regiomontanos,Pulkovo Aviation Enterprise,,ERI,ASERGIO,Mexico,N
852,Aerosec,Pulkovo Aviation Enterprise,,ERK,AEROSEC,Chile,N
853,Aeromaan,Pulkovo Aviation Enterprise,,ERM,EOMAAN,Mexico,N
854,Aerosaba,Pulkovo Aviation Enterprise,,ESB,AEROSABA,Mexico,N
855,Avitat,Pulkovo Aviation Enterprise,,ESO,,United Kingdom,N
856,Aerolineas Ejecutivas Del Sureste,Pulkovo Aviation Enterprise,,ESU,ALESUR,Mexico,N
857,Aeronautica Le Esperanza,Pulkovo Aviation Enterprise,,ESZ,ESPERANZA,Mexico,N
858,ATTICO,Pulkovo Aviation Enterprise,,ETC,TRANATTICO,Sudan,N
859,Aero Siete,Pulkovo Aviation Enterprise,,ETE,AEROSIETE,Mexico,N
860,Air Atlanta Europe,Pulkovo Aviation Enterprise,,EUK,SNOWBIRD,United Kingdom,N
861,Air Evex,Pulkovo Aviation Enterprise,,EVE,SUNBEAM,Germany,N
862,Aeronautical Academy of Europe,Pulkovo Aviation Enterprise,,EVR,DIANA,Portugal,N
863,Air Exchange,Pulkovo Aviation Enterprise,,EXG,EXCHANGE,United States,N
864,Atlantic Helicopters,Pulkovo Aviation Enterprise,,FAC,FAROECOPTER,Denmark,N
865,Argentine Air Force,Pulkovo Aviation Enterprise,,FAG,FUAER,Argentina,N
866,Air Fiji,Pulkovo Aviation Enterprise,PC,FAJ,FIJIAIR,Fiji,N
867,AF-Air International,Pulkovo Aviation Enterprise,,FAN,FANBIRD,Angola,N
868,Aviation Data Systems,Pulkovo Aviation Enterprise,,FBW,,United States,N
869,Air Carriers,Pulkovo Aviation Enterprise,,FCI,FAST CHECK,United States,N
870,Aerofrisco,Pulkovo Aviation Enterprise,,FCO,AEROFRISCO,Mexico,N
871,Alfa 4,Pulkovo Aviation Enterprise,,FCU,,Mexico,N
872,African Airlines,Pulkovo Aviation Enterprise,,FDA,AIR SANKORE,Mali,N
873,African Medical and Research Foundation,Pulkovo Aviation Enterprise,,FDS,FLYDOC,Kenya,N
874,Aero Freight,Pulkovo Aviation Enterprise,,FGT,FREIAERO,Mexico,N
875,Aerosafin,Pulkovo Aviation Enterprise,,FIC,AEROSAFIN,Mexico,N
876,Air Finland,Pulkovo Aviation Enterprise,OF,FIF,AIR FINLAND,Finland,Y
877,Aerodata Flight Inspection,Pulkovo Aviation Enterprise,,FII,FLIGHT CHECKER,Germany,N
878,Airfix Aviation,Pulkovo Aviation Enterprise,,FIX,AIRFIX,Finland,Y
879,Air Pacific,Pulkovo Aviation Enterprise,FJ,FJI,PACIFIC,Fiji,Y
880,Air Falcon,Pulkovo Aviation Enterprise,,FLD,,Pakistan,N
881,Atlantic Airways,Pulkovo Aviation Enterprise,RC,FLI,FAROELINE,Faroe Islands,Y
882,Air Florida,Pulkovo Aviation Enterprise,QH,FLZ,AIR FLORIDA,United States,Y
883,Air Fret De Mauritanie,Pulkovo Aviation Enterprise,,FMT,,Mauritania,N
884,Avio Nord,Pulkovo Aviation Enterprise,,FNM,,Italy,N
885,Aeroflota Del Noroeste,Pulkovo Aviation Enterprise,,FNO,RIAZOR,Spain,N
886,Aero Fenix,Pulkovo Aviation Enterprise,,FNX,AERO FENIX,France,N
887,Ford Motor Company,Pulkovo Aviation Enterprise,,FRD,FORD,United States,N
888,African Company Airlines,Pulkovo Aviation Enterprise,,FPY,AFRICOMPANY,Democratic Republic of the Congo,N
889,Afrijet Airlines,Pulkovo Aviation Enterprise,,FRJ,AFRIJET,Nigeria,N
890,Afrika Aviation Handlers,Pulkovo Aviation Enterprise,,FRK,AFRIFAST,Kenya,N
891,Afrique Chart'air,Pulkovo Aviation Enterprise,,FRQ,CHARTER AFRIQUE,Cameroon,N
892,Aerofreight Airlines,Pulkovo Aviation Enterprise,,FRT,,Russia,N
893,Aereos Limited,Pulkovo Aviation Enterprise,,FST,FAST TRACK,United Kingdom,N
894,Air Affaires Tchad,Pulkovo Aviation Enterprise,,FTC,AFFAIRES TCHAD,Chad,N
895,ABC Bedarsflug,Pulkovo Aviation Enterprise,,FTY,FLY TYROL,Austria,N
896,Air Iceland,Pulkovo Aviation Enterprise,NY,FXI,FAXI,Iceland,Y
897,Air Philippines,Pulkovo Aviation Enterprise,2P,GAP,ORIENT PACIFIC,Philippines,Y
898,Aerogaucho,Pulkovo Aviation Enterprise,,GAU,AEROGAUCHO,Uruguay,N
899,Aero Business Charter,Pulkovo Aviation Enterprise,,GBJ,GLOBAL JET,Germany,N
900,Atlantic Airlines,Pulkovo Aviation Enterprise,,GBN,ATLANTIC GABON,Gabon,N
901,Aeronor,Pulkovo Aviation Enterprise,,GCF,AEROCARTO,Spain,N
902,Aerogem Cargo,Pulkovo Aviation Enterprise,,GCK,AEROGEM,Ghana,N
903,Aerovias del Golfo,Pulkovo Aviation Enterprise,,GFO,AEROVIAS GOLFO,Mexico,N
904,Aeronautica,Pulkovo Aviation Enterprise,,GGL,GIRA GLOBO,Angola,N
905,Air Georgian,Pulkovo Aviation Enterprise,ZX,GGN,GEORGIAN,Canada,N
906,Aviance,Pulkovo Aviation Enterprise,,GHL,HANDLING,United Kingdom,N
907,Air Ghana,Pulkovo Aviation Enterprise,,GHN,AIR GHANA,Ghana,N
908,African International Transport,Pulkovo Aviation Enterprise,,GIL,AFRICAN TRANSPORT,Guinea,N
909,Air Guinee Express,Pulkovo Aviation Enterprise,2U,GIP,FUTURE EXPRESS,Guinea,Y
910,Africa Airlines,Pulkovo Aviation Enterprise,,GIZ,AFRILENS,Guinea,N
911,Air Gemini,Pulkovo Aviation Enterprise,,GLL,TWINS,Angola,N
912,Aero Charter,Pulkovo Aviation Enterprise,,GLT,GASLIGHT,United States,N
913,Aguilas Mayas Internacional,Pulkovo Aviation Enterprise,,GME,MAYAN EAGLES,Guatemala,N
914,Aerotaxis Guamuchil,Pulkovo Aviation Enterprise,,GMM,AEROGUAMUCHIL,Mexico,N
915,Aeroservicios Gama,Pulkovo Aviation Enterprise,,GMS,SERVICIOS GAMA,Mexico,N
916,Amber Air,Pulkovo Aviation Enterprise,0A,GNT,GINTA,Lithuania,N
917,Alberta Government,Pulkovo Aviation Enterprise,,GOA,ALBERTA,Canada,N
918,Air Scotland,Pulkovo Aviation Enterprise,,GRE,GREECE AIRWAYS,Greece,N
919,Air Georgia,Pulkovo Aviation Enterprise,DA,GRG,AIR GEORGIA,Georgia,N
920,Air Cargo Center,Pulkovo Aviation Enterprise,,GRI,,Sao Tome and Principe,N
921,Air Greenland,Pulkovo Aviation Enterprise,GL,GRL,GREENLAND,Denmark,Y
922,Allegro,Pulkovo Aviation Enterprise,LL,GRO,ALLEGRO,Mexico,N
923,Agroar - Trabalhos Aereos,Pulkovo Aviation Enterprise,,GRR,AGROAR,Portugal,N
924,Aircompany Grodno,Pulkovo Aviation Enterprise,,GRX,GRODNO,Belarus,N
925,Airlift Alaska,Pulkovo Aviation Enterprise,,GSP,GREEN SPEED,United States,N
926,Agrocentr-Avia,Pulkovo Aviation Enterprise,,GSV,AGRAV,Kazakhstan,N
927,Altin Havayolu Tasimaciligi Turizm Ve Ticaret,Pulkovo Aviation Enterprise,,GTC,GOLDEN WINGS,Turkey,N
928,Atlas Air,Pulkovo Aviation Enterprise,5Y,GTI,GIANT,United States,Y
929,Aerotaxi Grupo Tampico,Pulkovo Aviation Enterprise,,GTP,GRUPOTAMPICO,Mexico,N
930,Aerotaxis de Aguascalientes,Pulkovo Aviation Enterprise,,GUA,AGUASCALIENTES,Mexico,N
931,Air Guyane,Pulkovo Aviation Enterprise,GG,GUY,GREEN BIRD,French Guiana,Y
932,Air Victoria Georgia,Pulkovo Aviation Enterprise,,GVI,IRINA,Georgia,N
933,Air D'Ayiti,Pulkovo Aviation Enterprise,H9,HAD,HAITI AVIA,Haiti,N
934,Air Comores International,Pulkovo Aviation Enterprise,GG,HAH,AIR COMORES,Comoros,N
935,Air Taxi,Pulkovo Aviation Enterprise,,HAT,TAXI BIRD,France,N
936,Aerohein,Pulkovo Aviation Enterprise,,HEI,AEROHEIN,Chile,N
937,Atlantic Air Lift,Pulkovo Aviation Enterprise,,HGH,HIGHER,France,N
938,Atlantic Airlines de Honduras,Pulkovo Aviation Enterprise,,HHA,ATLANTIC HONDURAS,Honduras,N
939,Aviacion Ejecutiva De Hildago,Pulkovo Aviation Enterprise,,HID,EJECUTIVA HIDALGO,Mexico,N
940,Air Haiti,Pulkovo Aviation Enterprise,,HJA,AIRHAITI,Haiti,N
941,Al Rais Cargo,Pulkovo Aviation Enterprise,,HJT,AL-RAIS CARGO,United Arab Emirates,N
942,Air-Invest,Pulkovo Aviation Enterprise,,HKH,HAWKHUNGARY,Hungary,N
943,Air Tahoma,Pulkovo Aviation Enterprise,,HMA,TAHOMA,United States,N
944,Air Nova,Pulkovo Aviation Enterprise,,HMT,HAMILTON,Canada,N
945,Aero Homex,Pulkovo Aviation Enterprise,,HOM,AERO HOMEX,Mexico,N
946,Almiron Aviation,Pulkovo Aviation Enterprise,,HPO,ALMIRON,Uganda,N
947,Avinor,Pulkovo Aviation Enterprise,,HQO,,Norway,N
948,Airlink Airways,Pulkovo Aviation Enterprise,,HYR,HIGHFLYER,Ireland,N
949,Air Horizon,Pulkovo Aviation Enterprise,8C,HZT,HORIZON TOGO,Togo,N
950,AC Insat-Aero,Pulkovo Aviation Enterprise,,IAE,,Russia,N
951,Air Inter Cameroun,Pulkovo Aviation Enterprise,,ICM,INTER-CAMEROUN,Cameroon,N
952,Air Lift,Pulkovo Aviation Enterprise,,IFI,HELLAS LIFT,Greece,N
953,Aero Survey,Pulkovo Aviation Enterprise,,IKM,GHANA SURVEY,Ghana,N
954,Aero Airline,Pulkovo Aviation Enterprise,,ILK,ILEK,Kazakhstan,N
955,Airtime Charters,Pulkovo Aviation Enterprise,,IME,AIRTIME,United Kingdom,N
956,Aerotaxis Cimarron,Pulkovo Aviation Enterprise,,IMN,TAXI CIMARRON,Mexico,N
957,Aero International,Pulkovo Aviation Enterprise,,INA,AERO-NACIONAL,Mexico,N
958,Aeroingenieria,Pulkovo Aviation Enterprise,,ING,AEROINGE,Chile,N
959,Aeroservicios Intergrados de Norte,Pulkovo Aviation Enterprise,,INO,INTENOR,Mexico,N
960,Airpull Aviation,Pulkovo Aviation Enterprise,,IPL,IPULL,Spain,N
961,Arvand Airlines,Pulkovo Aviation Enterprise,,IRD,ARVAND,Iran,N
962,Atlas Aviation Group,Pulkovo Aviation Enterprise,,IRH,ATLAS AVIA,Iran,N
963,Aram Airline,Pulkovo Aviation Enterprise,,IRW,ARAM,Iran,N
964,Aria Tour,Pulkovo Aviation Enterprise,,IRX,ARIA,Iran,N
965,Aerotaxi,Pulkovo Aviation Enterprise,,ITE,AEROTAXI,Czech Republic,N
966,Avita-Servicos Aereos,Pulkovo Aviation Enterprise,,ITF,AIR AVITA,Angola,N
967,Aero Citro,Pulkovo Aviation Enterprise,,ITO,AERO CITRO,Mexico,N
968,Air Executive,Pulkovo Aviation Enterprise,,IVE,COMPANY EXEC,Spain,N
969,Aviainvest,Pulkovo Aviation Enterprise,,IWS,,Russia,N
970,Air Bagan,Pulkovo Aviation Enterprise,W9,JAB,AIR BAGAN,Myanmar,Y
971,Aerojal,Pulkovo Aviation Enterprise,,JAD,AEROJAL,Mexico,N
972,Airlink,Pulkovo Aviation Enterprise,,JAR,AIRLINK,Austria,N
973,Ambjek Air Services,Pulkovo Aviation Enterprise,,JEE,AMBJEK AIR,Nigeria,N
974,Avfinity,Pulkovo Aviation Enterprise,,UTX,,United States,N
975,Alexandair,Pulkovo Aviation Enterprise,,JMR,ALEXANDAIR,Canada,N
976,Air Jamaica Express,Pulkovo Aviation Enterprise,,JMX,JAMAICA EXPRESS,Jamaica,N
977,Air Swift Aviation,Pulkovo Aviation Enterprise,,JOA,,Australia,N
978,Aerojobeni,Pulkovo Aviation Enterprise,,JOB,JOBENI,Mexico,N
979,Atyrau Air Ways,Pulkovo Aviation Enterprise,IP,JOL,EDIL,Kazakhstan,N
980,Aerosmith Aviation,Pulkovo Aviation Enterprise,,JPR,JASPER,United States,N
981,Arrendamiento de Aviones Jets,Pulkovo Aviation Enterprise,,JTS,AVIONESJETS,Mexico,N
982,Aero Juarez,Pulkovo Aviation Enterprise,,JUA,JUAREZ,Mexico,N
983,Air Canada Jazz,Pulkovo Aviation Enterprise,QK,JZA,JAZZ,Canada,Y
984,Asia Aero Survey and Consulting Engineers,Pulkovo Aviation Enterprise,,KAA,AASCO,Republic of Korea,N
985,Air Kirovograd,Pulkovo Aviation Enterprise,,KAD,AIR KIROVOGRAD,Ukraine,N
986,Air Mach,Pulkovo Aviation Enterprise,,KAM,ICO-AIR,Italy,N
987,Air Kufra,Pulkovo Aviation Enterprise,,KAV,AIRKUFRA,Libya,N
988,Arkhabay,Pulkovo Aviation Enterprise,,KEK,ARKHABAY,Kazakhstan,N
989,Aero Charter Krifka,Pulkovo Aviation Enterprise,,KFK,KRIFKA AIR,Austria,N
990,Air Kraft Mir,Pulkovo Aviation Enterprise,,KFT,AIR KRAFT MIR,Uzbekistan,N
991,Air Concorde,Pulkovo Aviation Enterprise,,KGD,CONCORDE AIR,Bulgaria,N
992,Alexandria Airlines,Pulkovo Aviation Enterprise,,KHH,,Egypt,N
993,Afit,Pulkovo Aviation Enterprise,,KIE,TWEETY,Germany,N
994,Air South,Pulkovo Aviation Enterprise,,KKB,KHAKI BLUE,United States,N
995,Atlasjet,Pulkovo Aviation Enterprise,KK,KKK,ATLASJET,Turkey,Y
996,Air Mali International,Pulkovo Aviation Enterprise,,KLB,TRANS MALI,Mali,N
997,Aerokaluz,Pulkovo Aviation Enterprise,,KLZ,AEROKALUZ,Mexico,N
998,Air Koryo,Pulkovo Aviation Enterprise,JS,KOR,AIR KORYO,Democratic People's Republic of Korea,Y
999,Araiavia,Pulkovo Aviation Enterprise,,KOY,ALEKS,Kazakhstan,N
1000,AeroSucre,Pulkovo Aviation Enterprise,,KRE,AEROSUCRE,Colombia,N
1001,Air Kokshetau,Pulkovo Aviation Enterprise,,KRT,KOKTA,Kazakhstan,N
1002,Air Kissari,Pulkovo Aviation Enterprise,,KSI,KISSARI,Angola,N
1003,Aeronavigaciya,Pulkovo Aviation Enterprise,,KTN,AERONAVIGACIYA,Ukraine,N
1004,Alliance Avia,Pulkovo Aviation Enterprise,,KVR,KAVAIR,Kazakhstan,N
1005,Av Atlantic,Pulkovo Aviation Enterprise,,KYC,DOLPHIN,United States,N
1006,Air Astana,Pulkovo Aviation Enterprise,KC,KZR,ASTANALINE,Kazakhstan,Y
1007,Aerovias De Lagos,Pulkovo Aviation Enterprise,,LAG,AEROLAGOS,Mexico,N
1008,Albanian Airlines,Pulkovo Aviation Enterprise,LV,LBC,ALBANIAN,Albania,Y
1009,Albisa,Pulkovo Aviation Enterprise,,LBI,ALBISA,Mexico,N
1010,Albatros Airways,Pulkovo Aviation Enterprise,,LBW,ALBANWAYS,Albania,N
1011,Aerolineas Aereas Ejecutivas De Durango,Pulkovo Aviation Enterprise,,LDG,DURANGO,Mexico,N
1012,Aerologic,Pulkovo Aviation Enterprise,,LDL,,Russia,N
1013,Al-Donas Airlines,Pulkovo Aviation Enterprise,,LDN,ALDONAS AIR,Nigeria,N
1014,Aero Lider,Pulkovo Aviation Enterprise,,LDR,AEROLIDER,Mexico,N
1015,Aleem,Pulkovo Aviation Enterprise,,LEM,,Egypt,N
1016,Aerolineas Ejecutivas,Pulkovo Aviation Enterprise,,LET,MEXEJECUTIV,Mexico,N
1017,Air Alfa,Pulkovo Aviation Enterprise,,LFA,,Turkey,Y
1018,Aero Control Air,Pulkovo Aviation Enterprise,,LFC,LIFE FLIGHT CANADA,Canada,N
1019,Aerolaguna,Pulkovo Aviation Enterprise,,LGN,AEROLAGUNA,Mexico,N
1020,Al Ahram Aviation,Pulkovo Aviation Enterprise,,LHR,AL AHRAM,Egypt,N
1021,Alidaunia,Pulkovo Aviation Enterprise,D4,LID,ALIDA,Italy,N
1022,Al-Dawood Air,Pulkovo Aviation Enterprise,,LIE,AL-DAWOOD AIR,Nigeria,N
1023,American Aviation,Pulkovo Aviation Enterprise,,LKP,LAKE POWELL,United States,N
1024,Airlink Solutions,Pulkovo Aviation Enterprise,,LKS,AIRLIN,Spain,N
1025,Air Solutions,Pulkovo Aviation Enterprise,,LKY,LUCKY,United States,N
1026,Alliance Air,Pulkovo Aviation Enterprise,CD,LLR,ALLIED,India,N
1027,Aerolima,Pulkovo Aviation Enterprise,,LMA,AEROLIMA,Mexico,N
1028,Alamia Air,Pulkovo Aviation Enterprise,,LML,ALAMIA AIR,Libya,N
1029,Air Plus Argentina,Pulkovo Aviation Enterprise,,LMP,AIR FLIGHT,Argentina,N
1030,Almaty Aviation,Pulkovo Aviation Enterprise,,LMT,ALMATY,Kazakhstan,N
1031,Aerolineas Mexicanas J S,Pulkovo Aviation Enterprise,,LMX,LINEAS MEXICANAS,Mexico,N
1032,Air Almaty,Pulkovo Aviation Enterprise,,LMY,AGLEB,Kazakhstan,N
1033,Air Almaty ZK,Pulkovo Aviation Enterprise,,LMZ,ALUNK,Kazakhstan,N
1034,Aerolane,Pulkovo Aviation Enterprise,XL,LNE,LAN ECUADOR,Ecuador,Y
1035,Airlink,Pulkovo Aviation Enterprise,,LNK,LINK,South Africa,N
1036,Aerolineas Internacionales,Pulkovo Aviation Enterprise,,LNT,LINEAINT,Mexico,N
1037,Alok Air,Pulkovo Aviation Enterprise,,LOK,ALOK AIR,Sudan,N
1038,Air Saint Louis,Pulkovo Aviation Enterprise,,LOU,AIR SAINTLOUIS,Senegal,N
1039,Alpine Aviation,Pulkovo Aviation Enterprise,,LPC,NETSTAR,South Africa,N
1040,Air Alps Aviation,Pulkovo Aviation Enterprise,A6,LPV,ALPAV,Austria,N
1041,Alrosa-Avia,Pulkovo Aviation Enterprise,,LRO,ALROSA,Russia,N
1042,Al Rida Airways,Pulkovo Aviation Enterprise,,LRW,AL RIDA,Mauritania,N
1043,Aurela,Pulkovo Aviation Enterprise,,LSK,AURELA,Lithuania,N
1044,Aerobusinessservice,Pulkovo Aviation Enterprise,,LSM,,Russia,N
1045,Alsair,Pulkovo Aviation Enterprise,,LSR,ALSAIR,France,N
1046,Aerotaxis Latinoamericanos,Pulkovo Aviation Enterprise,,LTI,LATINO,Mexico,N
1047,Alninati Aeronautics,Pulkovo Aviation Enterprise,,LUC,STEF,Switzerland,N
1048,Atlantis European Airways,Pulkovo Aviation Enterprise,TD,LUR,,Armenia,Y
1049,Aliven,Pulkovo Aviation Enterprise,,LVN,ALIVEN,Italy,N
1050,Aviavilsa,Pulkovo Aviation Enterprise,,LVR,AVIAVILSA,Lithuania,N
1051,Air Luxor GB,Pulkovo Aviation Enterprise,L8,LXG,LUXOR GOLF,Guinea-Bissau,N
1052,Air Luxor,Pulkovo Aviation Enterprise,LK,LXR,AIRLUXOR,Portugal,Y
1053,Apatas Air,Pulkovo Aviation Enterprise,,LYT,APATAS,Lithuania,N
1054,Air Ban,Pulkovo Aviation Enterprise,,LZP,DOC AIR,Bulgaria,N
1055,Air Lazur,Pulkovo Aviation Enterprise,,LZR,LAZUR BEE-GEE,Bulgaria,N
1056,Aerodromo De La Mancha,Pulkovo Aviation Enterprise,,MAM,AEROMAN,Spain,N
1057,Air Mauritius,Pulkovo Aviation Enterprise,MK,MAU,AIRMAURITIUS,Mauritius,Y
1058,Avag Air,Pulkovo Aviation Enterprise,,MBA,AVAG AIR,Austria,N
1059,Air Manas,Pulkovo Aviation Enterprise,,MBB,AIR MANAS,Kyrgyzstan,N
1060,Airjet Exploracao Aerea De Carga,Pulkovo Aviation Enterprise,,MBC,MABECO,Angola,N
1061,Aeriantur-M,Pulkovo Aviation Enterprise,,MBV,AEREM,Moldova,N
1062,Air Mercia,Pulkovo Aviation Enterprise,,MCB,WESTMID,United Kingdom,N
1063,Air Medical,Pulkovo Aviation Enterprise,,MCD,AIR MED,United Kingdom,N
1064,Aerolineas Marcos,Pulkovo Aviation Enterprise,,MCO,MARCOS,Mexico,N
1065,Atlantic Aero and Mid-Atlantic Freight,Pulkovo Aviation Enterprise,,MDC,NIGHT SHIP,United States,N
1066,Air Madagascar,Pulkovo Aviation Enterprise,MD,MDG,AIR MADAGASCAR,Madagascar,Y
1067,Aerosud Charter,Pulkovo Aviation Enterprise,,MDX,MEDAIR,South Africa,N
1068,Air Meridan,Pulkovo Aviation Enterprise,,MEF,EMPENNAGE,Nigeria,N
1069,Aero McFly,Pulkovo Aviation Enterprise,,MFL,MCFLY,Mexico,N
1070,Asia Pacific Airlines,Pulkovo Aviation Enterprise,,MGE,MAGELLAN,United States,N
1071,Aeromagar,Pulkovo Aviation Enterprise,,MGS,AEROMAGAR,Mexico,N
